doc ID	label	text
2		The five stars is specifically for Dr.Salzberg. She was helpful, bright, and so kind.  I highly recommend Dr.Salzberg.
10		The entire interactions I have had have been great
11		I needed a prescription refill and don't have a regular doctor since i lost my job at the beginning of the Covid-19 pandemic.  I was very hesitant to actually go into an urgent care when I found PlushCare online.  Dr Wu was very helpful and asked the pertinent questions regarding my medication.  She also assisted me in getting follow-up bloodwork that I would be needing in the coming new year.  I was so pleased with how my virtual appointment went that I requested Dr Wu to be my primary care physician.
12		The doctor was caring, knowledgeable, and professional. The process of making an appointment was very simple, and I was able to be seen quickly.
13		Attentive, User Friendly, and exactly what I needed!
15		No less caring or competent than a GP office appointment and much more convenient.  Fair price.
17		This was exactly how routine health care should be. I had an appointment in 10 minutes and a vurtual doctor appointment in 30. It was amazing. I will never go back to traditional health care.
18		It's awesome to have such help whenever I need it and the way I can ask a question and have a response in reasonable time without having to go to the Doc office       I really love the help with my blood pressure problems and updates on my medication!
19		This was the best way to see a doctor especially during the covid 19 virus. It was so easy to use.Thank you
21		I was offered multiple different appointment times, even for the current day, by multiple doctors. I could see their picture and all the reviews for them. The doc I chose was not only extremely helpful, her bedside manner is very compassionate and genuine. She gave me as many options she could think of to solve my issue. I would recommend this to all my friends and family to use, whether you have insurance or not. Thank you for this tremendous service during a difficult time!
22		so helpful and easythanks for the great attention to detail, website, dr, and follow up
23		Dr was promp an right To my problem. All was great. Very  happy with everything
25		Doc was fantastic, understood my concerns & really helped me resolve my issue. It was easy, and extremely reasonably priced. I would recommend Plush care to anyone who can't get to their regular doctor during this strange time in history or anyone interested in a primary care physician online as an option or in addition to in-person care.
26		I will use this service again!! Loved my Dr also!!
27		The doctors I have spoken with have been very professional, attentive to my words & taken good care of me. I will continue to use PlushCare during this pandemic for sure!
28		Received better information on my condition than I did when I had insurance.
29		Very helpful and easy to use. The doctor was right on time and gave me the attention I needed without all the waiting in an office.
30		I am SHOOK at how great Plushcare is. I feel like there is so much more transparency than I'm used to, and every doctor I'm met has been wonderful.
31		I had Covid-19 from February '20 to August '20.  Plushcare help in:1) Diagnosing the virus and directing me to medical assistance2) The medical assistance provided me with a new scientific formula and steroid that finally turned the virus around in 24 hours3) Has provided me with RX's that have fended off the residual effects of Covid-19, i.e., acute Bacterial Bronchitis and acute Viral Bronchitis 4) And has followed up on my care and results consistently.Thank you Plushcare for being there for me when the doctors office told me that should I come into their office with Covid-19 they would have me arrested for trespassing.  I can always count on you!
32		I had problems with your software for my smart phone. Aside from that the doctor was great and I was able to get my 3 month refill which will afford me time to search for another doctor. Mine passed on unexpectedly
33		Good doctors that listen to you, better than going to see one at least in the area that I live in.
35		I’m participating in a study through the organization Fitbit. Their watch uncovered an abnormal heart beat. It is currently being investigated through the sensor I just returned. I appreciate the free service from Fitbit. Hope to hear from someone soon.
36		Extremely convenient and efficient. As someone who travels constantly and has a frequently changing schedule, it’s comforting to know I can book an appointment at my convenience when needed and interface with a doctor who will order labs, renew my prescriptions and contact me with my results. I found the physicians to be caring and thorough. As a former RN, I was very pleased with the care I received.
37		I have nothing but praise for the way my issue was dealt with and the efficiency with which  my prescription was forwarded to a nearby pharmacy.
38		I wanted a convenient and reasonably priced option for visiting a doctor without having to go to an in person visit. As someone who usually uses urgent care, this site offered everything I was looking for. I easily set up an appointment and met with a doctor. The doctor was wonderful and was able to quickly find solutions that worked for my ailment. I am so glad that this option exists for us. I will be using this site again for any future ailments.
40		Doctor  was friendly and understood my concerns. He went over the types of antibiotics that I would need for my infection and recommended the correct one with minimal side effects of which I had none. I am 100% better thanks to him!
41		PlushCare has been amazing so far to me. My doctor is super nice and very thorough.
42		The sign up is easy, and my doctor was prompt and Very Helpful!
43		Great, thorough and caring doctor.  Easy to schedule with so many options and prescriptions sent direction to my pharmacy!
44		As a high risk probability for COVID due to congenital issues I really appreciate the fast responses, thorough service, and excellent care that these doctors and this service provide.
45		I am very happy to have found PlushCare. Someone who has not seen a Dr. in many years it is hard to find a Dr. in my area that will except a person with out insurance. I am going to be 65 in March and have been waiting for my medicare to become effective. Not only is PlushCare affordable for me but I found a Doctor who listens to me. I will be using PlushCare for as long as possible. Thank you for being here.
46		Your service is wonderful. I was able to meet with a doctor within the same day and receive treatment. Dr. Barrow’s was extremely helpful and I’m happy to use PlushCare again in the future.
49		Dr. Marks was amazing
50		Wonderful and caring physician. Dr.Klenk spent more time with me then my in person PCP! DEFINITELY would recommend Plushcare.
52		As always, Plush Cares Doctors were responsive to my every need, took the time to listen and provide top-notch medical advise. In this Covid era, it's great to have Plush Care here on my side!
53		I really  liked every aspect of the process...my physician was outstanding:1.  This was an easy way to communicate with your physician felt as though I was I. The same room with him... he was thorough as you can be when in a virtual environment 2.  Your app was easy to use 3.  Got my  script within 30 minutes of the appointment
54		I am so happy to have this service available to me.  The doctor was friendly and efficient. I needed a refill on my prescription as I had moved to a new state and hadn’t yet found a new doctor. She asked me the relevant questions and spent about as much time with me as my previous doctor had! I will stick with her as long as I can.   Quick and professional. Recommended highly.
55		I had an amazing experience. My MD was spot on. I would def recommend this to anyone who does not want to possibly expose themself to the Corona Virus, someone who doesn’t have a ride to their appointment or someone who’s just too sick and doesn’t feel like leaving home.
56		Honestly if I can get all of my medical appts here I will
58		Excellent appointment!  Dr. Marks was on time and very thorough.  Always has time for any questions that I may have.  Highly recommend Plushcare!
59		excellent service to the public.
60		Thank you for such insight and appropriate action for what was going on in my hand.
61		If I had only one word to use to describe PlushCare and their team of Doctors it would be Extraordinary!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
62		The Service is very good, fast, and friendly, thank you all so much.
63		Great customer service and care from setting up the appointment to meeting with the doctor.
64		Very helpful and extremely convenient! But little too costly 😔😖😕
65		It's wonderful to have talented and kind doctors available when I am ill.
66		Great  excellent care thank you
68		Great and convenient, caring experience.
69		Good experience.  Got data explained and sent so I could take it to my doctor.
70		Efficient, timely, friendly and successful outcome!
71		I've been very pleased with my customer experience since using Plush and I've recommended your services to many of my friends.
72		Dr. Jernick was amazing. She really listens to you and is very kind and compassionate. She explains things well and takes the time to answer any questions that you have.
73		I drive over the road all over the country I was kind of afraid to walk into a walk in clinic and I have to say the doctor who attended me over the phone on face chat did a marvellous job very nice to care of me on a very personal level which I felt comfortable and yes I would use their service again
74		Dr Riad was very professional and kind.  I would definitely see him again.  My husband is thinking of becoming his patient indefinitely.  I would recommend him to all my family and friends.
75		Thank You very much. Nick is the young man who took my call. He is professional and his patience to be sure I understood the video call made this possible. My Doctor is smart, kind and sincere. I felt better even before I picked up my medicine.
76		Dr. Garcia was very pleasant and although my reason was a minor one, she made me feel as though I was important.
77		The service was professional and so convenient.  I will be using it from now on.
78		Great service, highly recommend.
79		Excellent customer service! Excellent experience with my doctor. My prescriptions were ready within 30 minutes for pickup. I highly recommend this app. It also covers my whole family at no extra charge.
80		Very helpful and convenient. Customer for over a year and will continue using.  Highly recommend!
81		One of the BEST Doctors I have ever had to see.  And to think they do this online and they are GREAT.  I recommend this service to anyone that needs a doctor in these times or other times.
82		Great communication and promotion action. The physician was very professional. Love the experience❤️
83		I'd never shopped with them before and was super impressed with how nice and helpful they were. Very pleasant, I will definitely shop again.
84		Dr. Marks is such a great physician & a great friend. He's very smart & thorough. I wish he were here in New Mexico so I could go & see him. I have never had a doctor who listens like Dr. Marks. I love him!
85		I need some information on what I need to tell clients to do for reviews - I need someone I can text the clients info to. Please let me know the procedure
86		Love the personal attention and patience of the doctor.
87		Very pleased and impressed with my first visitPlushcare Doctor and customer service were professional and very helpful.
88		It was so easy start to finish.  The doctor was very through!
89		Fast professional operation I would recommend to everyone no waiting like at emerge care
90		Awesome service.  Great doctors, quick appointments, so much convenience.  I love this service!
92		From start to finish it was simple, professional, and it's going to be the main Doctor I use from now on.
93		Plush care is great!! Use it quite often. Thus far everyone is fantastic!!
94		I absolutely loved being able to fill out the paper work online before arriving, receiving text reminders, and the link for easy check in. The techs were warm  and kind. I was also grateful that they were knowledgeable in finding veins. There was no digging around in my arm. Great experience all the way around. Will use again!
95		The team and doctor were great with all of their help.  Greatly appreciate.
96		Great service, very easy to use.
98		Got my blood pressure medicine within a couple of hours, problem solved. Good service.
99		in this time of COVID its easy to see a doctor and get a prescription all done online.
100		Truly the best, they have pioneered this space and excelled in it, been a customer from the beginning and will still do.
101		Dr was very good and the video worked beautifully.  It's a really nice alternative when your loved one can't get out of the house and you badly need advice.
102		This was the first time I'd ever try an online, virtual Dr. appt. You have a choice of doctors w/their bios, easy to choose appt slots and they take take insurance. I realize that not everything can be handled virtually, but this is a great alternative to going out during the pandemic. I had a UTI and the Dr quickly diagnosed it and sent the prescription to CVS. Totally an A++ experience.
