doc ID,label,text
9,,The entire interactions I have had have been great
12,,"Attentive, User Friendly, and exactly what I needed!"
25,,I will use this service again!! Loved my Dr also!!
27,,Received better information on my condition than I did when I had insurance.
41,,"The sign up is easy, and my doctor was prompt and Very Helpful!"
48,,Dr. Marks was amazing
55,,Honestly if I can get all of my medical appts here I will
58,,excellent service to the public.
61,,"The Service is very good, fast, and friendly, thank you all so much."
63,,Very helpful and extremely convenient! But little too costly 😔😖😕
64,,It's wonderful to have talented and kind doctors available when I am ill.
65,,Great  excellent care thank you
67,,"Great and convenient, caring experience."
69,,"Efficient, timely, friendly and successful outcome!"
77,,"Great service, highly recommend."
81,,Great communication and promotion action. The physician was very professional. Love the experience❤️
85,,Love the personal attention and patience of the doctor.
87,,It was so easy start to finish.  The doctor was very through!
88,,Fast professional operation I would recommend to everyone no waiting like at emerge care
89,,"Awesome service.  Great doctors, quick appointments, so much convenience.  I love this service!"
92,,Plush care is great!! Use it quite often. Thus far everyone is fantastic!!
94,,The team and doctor were great with all of their help.  Greatly appreciate.
95,,"Great service, very easy to use."
97,,"Got my blood pressure medicine within a couple of hours, problem solved. Good service."
106,,So easy and convenient. Customer service is awesome!!!!
107,,Legit. Fast easy and affordable.
108,,My Doctor was very personalized to my needs.
109,,Fast and friendly service!! It was an awesome experience for me.
113,,Excellent service. They respond fast and are very polite assisting any concerns.
118,,"very helpfu,l easy to use and the doctors are great!"
133,,Wrong diagnoses. Turns out tooth causing synose infection.
134,,"Satisfying experience, the doctor was exceptional. All video, text & voice communications were seamless."
135,,Love PlushCare! So convenient and very user-friendly!
137,,Neat outfit! Very organized.
144,,"Dr. Evelyn Darius is fantastic, and the service is very convenient."
153,,Did a great job of explaining everything and getting me the information.  Thanks!
155,,My primary care doctor is wonderful - knowledgeable and caring.
157,,I received good health service as expected.
159,,Thanks for seeing me so quickly and for your excellent medical care.
163,,The customer service is excellent. I really appreciate it.
165,,"Happy to have a doctor there when you need one, thanks!"
167,,It's quick and easy to use and the doctors are great.
169,,Dr. Garcia's smile is refreshing and reassuring. Our appointments are informative and efficient.
173,,Participating in the Fitbit Heart Study was an excellent experience from start to finish.
176,,"Quick, prompt customer service"
178,,"The physicians are very professional, friendly, helpful and caring."
182,,Comfortable relaxed and informative appointment
183,,Best care Don’t look nowhere Terrific
186,,Very caring the doctors listen to you and ask follow up questions.
196,,It was a great experience will definitely use again if needed.
203,,Easy and professional.
208,,"Never even knew the service existed. Very quick, efficient and professional. Thank you."
209,,Excellent 5 star services
212,,Very comfortable  and efficient  experience
218,,Dr Haran is excellent at gay men’s health issues. Life saver
220,,So very helpful! Love having PlushCare as an option for my health care
222,,Very professional and solved my sinus infection
230,,I had a great first time experience. Doctor answered my questions.
234,,Great health care provider. very convenient quality service.
